orgnr,navn,web,stiftet,enhkode,enhtype_beskr,sektorkode,naeringskode,postnr,error_msg
890271502,FAJO MANAGEMENT,www.fajomusic.net,null,ENK,Enkeltpersonforetak,8200,74.903,null,429
920974481,GLW AS,www.opticsuply.com,null,BEDR,Bedrift,null,47.641,null,429
892781362,1AID HOLLÅS,www.1-aid.no,null,ENK,Enkeltpersonforetak,8200,85.599,null,429
982975204,SUNNMØRE GOLFKLUBB,sunnmore-golfklub.no,1989-11-03,FLI,Forening/lag/innretning,7000,93.120,null,429
979842511,TANNLEGE MAI SOLGUNN GLASØ,www.tannlegeslåttebrekk.no,null,ENK,Enkeltpersonforetak,8200,86.230,null,429
916034768,AQUA INNOVATION AS,www.aquainnovation.no,2015-09-13,AS,Aksjeselskap,2100,62.010,null,429
978565646,KAUPANG GÅRD Skillinghaug,www.kaupangaard.no,null,BEDR,Underenhet næringsdr./off.forv,null,01.190,null,429
991851232,L.RUSTEN IMPORT,www.handelsbutikken.com,null,ENK,Enkeltpersonforetak,8200,47.911,null,429
975670147,NORGES KINESISKE FORENING,www.tongxun.no,null,ANNA,Annen juridisk person,7000,94.991,216,429
969959356,AGBO BOLIGPROSJEKTERING Anne Gro,www.agbo.no,null,ENK,Enkeltpersonforetak,8200,71.112,null,429
968041630,SIGNO DOKKEN AS,www.signo.no/asvobergen,1993-10-28,AS,Aksjeselskap,2100,88.994,null,429
873725052,PERSEN REAL ESTATE AS,www.persenskei.no,null,BEDR,Bedrift,null,68.310,null,429
986467688,FRESHT DESIGN,www.fresht.no,2004-01-13,FLI,Forening/lag/innretning,7000,94.991,null,429
884663172,SCIP NORGE,www.scipnorge.no,2002-03-19,FLI,Forening/lag/innretning,7000,94.991,null,429
990095604,TELERÅDGIVERNE ANS,www.teleraadgiverne.no,2006-07-01,ANS,Ansvarlig selskap (ANS),2300,61.200,2010,429
896901702,SKOOLER AS,www.skooler.no,2011-03-23,AS,Aksjeselskap,2100,62.020,1522,429
925511099,KIFLE ALIMENTARI & INVESTMENT GROUP,www.kalingnordic.com,null,ENK,Enkeltpersonforetak,8200,46.390,null,429
963097654,VANGLI BARNEHAGE SA,vanglibarnehage.no,1988-04-29,SA,Samvirkeforetak,2100,88.911,null,429
972566144,FJORD TOURS AS,www.fjordtours.no,null,BEDR,Bedrift,null,79.120,null,429
983456863,MODERN WINES AS,modernfluids.no,2001-05-31,AS,Aksjeselskap,2100,46.341,null,429
998185661,OPPGJØR AS,www.notar.no,2012-03-22,AS,Aksjeselskap,2100,68.310,null,429
983469620,SKJELBREIA CONSULTING COMPANY,www.skjelbreia.no,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
919427981,RUNDE BAND'O'BROTHERS,www.facebook.com/Bandobrothers-642576685889101/,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
911120895,WILLIS TOWERS WATSON AS,www.willis.no,1972-11-06,AS,Aksjeselskap,4900,66.220,213,429
981486625,ÅRDAL EIENDOM AS,www.meieribygget.no,1999-12-30,AS,Aksjeselskap,2100,68.209,4137,429
992659114,TORE LJØKJEL AS,www.tore-ljokjel.com,2008-05-05,AS,Aksjeselskap,2100,90.011,4640,429
994883844,SELJE RØDE KORS HJELPEKORPS,seljerodekorshjelpekorps.net,1979-10-14,FLI,Forening/lag/innretning,7000,88.995,6741,429
915899579,MISCHA MATHYS MUSIC,www.theformant.info/,null,ENK,Enkeltpersonforetak,8200,90.032,null,429
988353353,CLEOPATRA DESIGN STYRERUD,www.cleopatradesign.com,null,ENK,Enkeltpersonforetak,8200,46.150,null,429
819551642,EXELA TECHNOLOGIES AS,www.banctec.com,null,BEDR,Bedrift,null,66.190,null,429
917783535,BILSENTERET HAUGESUND AS,www.bilsenteret.haugesund.no,null,BEDR,Bedrift,null,45.112,5504,429
996459527,PIFF.BIZ Sverre Otto Gjelvik,www.piff.biz,null,ENK,Enkeltpersonforetak,8200,68.310,5282,429
918517383,MONSTERBEDRIFTEN OSLO AS,www.monsterbedriften.no,2016-12-20,AS,Aksjeselskap,2100,43.990,3050,429
895856002,FRISTELSEN BAKERI OG KONDITORI AS,www.fristelsen.no,2010-08-20,AS,Aksjeselskap,2100,10.710,null,429
825487662,THE REBELS DA,therebelsmusic.com,null,BEDR,Bedrift,null,90.011,null,429
993325244,AKER-STRATEGENES FUTSAL KLUBB,www.astrafutsal.no,2008-10-06,FLI,Forening/lag/innretning,7000,93.120,422,429
970576878,TØMME GRUNNEIERLAG SA,tommegrunneierlag.com/414294797,1965-08-22,SA,Samvirkeforetak,2100,68.320,null,429
990592403,TERAPEUT GUNNAR PEDERSEN,www.skarpsnoklinikken.no,null,ENK,Enkeltpersonforetak,8200,86.909,null,429
929795210,REPBUS D. HANSEN,www.repbus.no,null,BEDR,Underenhet næringsdr./off.forv,null,32.120,null,429
980930882,RØROSMAT SA,www.rorosmat.no,1999-06-30,SA,Samvirkeforetak,2100,82.990,7374,429
913480295,NTEC MEDIA AS,ntec.no,2014-03-31,AS,Aksjeselskap,2100,62.010,null,429
994223410,STRINDHEIM HÅNDBALL HERRER,www.strindheimelite.no,2008-10-28,FLI,Forening/lag/innretning,7000,93.120,7444,429
985965668,REAL ONES DA,www.realones.no,null,BEDR,Bedrift,null,90.011,null,429
995244853,FURESUND TRANSPORT OG SERVICE,www.furesund.org,null,ENK,Enkeltpersonforetak,8200,49.410,6099,429
998386624,ENGINEERED ARRESTING SYSTEMSTEMS,www.zodiacaerospac.com,1999-08-07,UTLA,Utenlandsk enhet,null,null,null,429
990554935,DEAN AS,www.deangallery.net,2006-11-20,AS,Aksjeselskap,2100,96.020,7725,429
982581923,ALVEN EVENTYRBARNEHAGE I TROLLVIKA,ravnen-eventyrbarnehage.com,2000-11-01,BA,Selskap med begrenset ansvar,7000,88.911,null,429
987340916,CORMATE AS,www.hydrodesign.no,null,BEDR,Bedrift,null,46.493,1658,429
921140886,MOTIV8 MARKETING AS,www.motiv8marketing.no,null,BEDR,Bedrift,null,70.220,4315,429
919106891,SØGNE CYKLEKLUBB,www.facebook.com/SogneCykleklubb,null,AAFY,Underenhet ikke-næringsdriv.,null,93.120,null,429
980573338,SYKKEL & FRITID ANS,www.sykkelfritid.no,1999-01-01,ANS,Ansvarlig selskap (ANS),2300,46.493,null,429
994380664,PSYKOLOG GJERMUND MOUM,www.smestadpsykologene.no,null,BEDR,Bedrift,null,86.905,null,429
925635235,MORGAN SKARSAUNE,www.morganhs.no,null,ENK,Enkeltpersonforetak,8200,81.101,null,429
897691582,EMILIE KREYBERG,www.kreyberg.no,null,BEDR,Bedrift,null,85.599,null,429
915347843,EMILIE STØLEN,emilie.evilcorp.no,null,ENK,Enkeltpersonforetak,8200,74.102,null,429
997992083,MALAMANT VIOLINS AS,www.malamant.com,2012-02-07,AS,Aksjeselskap,2100,95.290,null,429
975729141,BISPEHAUGEN UNGDOMSKORPS,www.bispehaugen.no,1923-09-25,FLI,Forening/lag/innretning,7000,90.011,7455,429
911743817,ASGEIR FANNAR JOHANNSSON,www.asgeirr.com,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
995680696,OPPSTAD GÅRDS- OG NATURBARNEHAGE SA,www.oppstad.barnehage.no,null,BEDR,Bedrift,null,88.911,null,429
997701216,BENJAMIN KIPPERSUNDS MUSIKK OG,www.facebook.com/thehobnobs,null,ENK,Enkeltpersonforetak,8200,90.011,null,429
925737895,SILA INVEST AS,www.casey.no,null,BEDR,Bedrift,null,85.599,null,429
993830089,SANGKORET KARTESWINGEN,www.kor.no/karteswingen,2000-12-20,FLI,Forening/lag/innretning,7000,90.032,null,429
991861270,SKARPSNO BRANN OG REDNING,www.akutt.org,2007-01-01,FLI,Forening/lag/innretning,7000,94.991,3301,429
925038822,BRAVAS MEDIA DUDAEV,bravas.no,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
984587805,NORDRE VESTFOLD MS FORENING,www.vestfoldms.no,1985-01-01,FLI,Forening/lag/innretning,7000,94.991,null,429
994814966,KONNERUD SPEIDERGRUPPE,konnerud.speiding.no,1959-11-11,FLI,Forening/lag/innretning,7000,94.991,3070,429
989833464,CLEARLY TRANSLATED,www.clearlytranslated.com,null,BEDR,Bedrift,null,74.300,null,429
991006389,TORBEIN KVIL GAMST,www.torbein.no,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
916061862,KURDISK AKADEMIKERFORENING I NORGE,kaf-norway.org,2015-08-15,FLI,Forening/lag/innretning,7000,94.120,null,429
988556475,HVALER RESORT AS,www.hvalerresort.no,2005-08-01,AS,Aksjeselskap,2100,55.202,null,429
987846887,NOTODDEN PISTOLKLUBB,www.notoddenpk.no,1970-06-04,FLI,Forening/lag/innretning,7000,93.120,null,429
994680765,LINDA NICOLAYSEN,lindanicolaysen.com,null,BEDR,Bedrift,null,96.020,null,429
991123709,SKJÆRETEKNIKK AS,www.skjaereteknikk.no,2007-03-09,AS,Aksjeselskap,2100,25.620,null,429
925240656,LÅS OG KONTROLLSERVICE AS,www.loks.no,2020-06-12,AS,Aksjeselskap,2100,71.200,null,429
979325525,NEVERLAND PRODUCTIONS ORMEROD,www.neverland.no,null,ENK,Enkeltpersonforetak,8200,90.020,null,429
921520999,APORN BUVIK,www.apornthaimassasje.no,null,ENK,Enkeltpersonforetak,8200,96.040,2020,429
990594171,COLLEEN ELIASBETH CHRISTIANSEN,www.colleen.no,null,ENK,Enkeltpersonforetak,8200,14.190,null,429
984365624,FMC TECHNOLOGIES SA,www.fmcloadingsystems.com,1999-04-01,UTLA,Utenlandsk enhet,null,null,null,429
816580862,SYDESIGN AS,sydesign.no,2015-12-18,AS,Aksjeselskap,2100,14.130,null,429
916459343,KARIN FORSLUND,www.karinforslund.com,null,ENK,Enkeltpersonforetak,8200,90.039,null,429
971619058,DORO AS,www.doro.no,null,BEDR,Underenhet næringsdr./off.forv,null,46.140,null,429
887449082,INVISO AS,www.inviso.no,2004-11-02,AS,Aksjeselskap,2100,73.110,null,429
976998677,MELDAL KIRKELIGE FELLESRÅD,www.kirken.no/meldal,null,KIRK,Den norske kirke,6500,94.910,null,429
989320971,ENØK SYSTEMER HOLDING AS,www.enoksys.no,2006-01-02,AS,Aksjeselskap,2100,43.223,null,429
995712385,HAGEBUTIKKEN AS,www.hagebutikken.no,null,BEDR,Bedrift,null,47.521,null,429
928102297,ESTATELAB PM AS,Estatelab.no,null,BEDR,Underenhet næringsdr./off.forv,null,62.030,null,429
967067938,WENCHES NATURTERAPI WENCHE THORESEN,www.wenches-naturterapi.com,null,ENK,Enkeltpersonforetak,8200,85.599,null,429
984982690,HØNEFOSS SNORKEKLINIKK,www.stoppsnorking.no,null,BEDR,Bedrift,null,86.230,null,429
989439200,DIN ØKONOMI AS,www.dinok.no,2006-01-21,AS,Aksjeselskap,2100,46.510,7600,429
977002184,VARTEIG SOKN,www.kirken.no/sarpsborg-øst,null,BEDR,Bedrift,null,94.910,null,429
920014410,TRONDHEIM GATEKUNST,trondheimgatekunst.no,2017-09-01,FLI,Forening/lag/innretning,7000,79.903,null,429
969306778,TERJE MOSNES,www.solvag.com,null,ENK,Enkeltpersonforetak,8200,01.240,null,429
975363295,ODDMUND MAGNE AUNE OG ERLING,www.birdlife.no,1983-04-18,STI,Stiftelse,7000,94.991,null,429
876862662,LØFBERGS LILA AS,www.lofbergs.no,1996-09-30,AS,Aksjeselskap,2100,46.370,1411,429
925221120,FLYT FREM,www.flytfrem.no,2020-06-08,FLI,Forening/lag/innretning,7000,94.991,null,429
979763247,HAUKÅSEN BORETTSLAG,www.usbl.no,null,AAFY,Ikkenæringsdrivende virksomhet,null,68.201,1401,429
912485714,KALIBER EIENDOM AS,www.kalibereiendom.no,null,BEDR,Bedrift,null,68.209,9811,429
990516758,GEEX IL,geex.no,2006-10-25,FLI,Forening/lag/innretning,7000,62.020,null,429
987771739,LINDESNES KOMMUNE BYGG,www.mandal.kommune.no,null,BEDR,Underenhet næringsdr./off.forv,null,81.109,4534,429
993598607,KRAGERØ KICKBOXING KLUBB,www.facebook.com/groups/144824478894395/?fref=ts,1985-08-15,FLI,Forening/lag/innretning,7000,93.120,3772,429
911745437,PROJECT KITCHEN RECORDING STUDIOS,prokitchmedia.com,null,ENK,Enkeltpersonforetak,8200,59.200,null,429
998749670,WINGSPAN KARI HOLMEN,wingspan.no,null,ENK,Enkeltpersonforetak,8200,85.599,null,429
919910232,4TH STREET,4thstreet.no,null,BEDR,Bedrift,null,90.011,null,429
919107227,MONGKHONRAT AS,sabai-sabai.no,null,BEDR,Bedrift,null,96.040,502,429
995313901,DRAMMEN BACKGAMMONKLUBB,www.nbgf.no/dbgk,2005-01-05,FLI,Forening/lag/innretning,7000,94.991,null,429
975597563,RINGERIKE OG HOLE RØDE KORS,www.rodekors.no/ringerike,1945-11-29,FLI,Forening/lag/innretning,7000,88.995,null,429
997418727,JONAS GRØNÅS DRANGE,jgdx.no,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
980631761,HEDEMARKEN INFORMASJONSTEKNOLOGI,hedemarken.info,null,ENK,Enkeltpersonforetak,8200,62.090,2336,429
969767961,WANGENSTEEN ANDRIS L,www.pelssau.no,null,ENK,Enkeltpersonforetak,8200,01.490,null,429
988565202,UNDERBAKKE 1 AS,www.underbakke.as,null,BEDR,Bedrift,null,68.209,null,429
976931459,BIONOR LABORATORIES AS,www.bionor.com,null,BEDR,Bedrift,null,71.200,null,429
994048414,LIV HILDREMYR KARLSEN,www.babyexpo.no,null,ENK,Enkeltpersonforetak,8200,73.110,null,429
987553804,ERIK ØIHAUGEN,erikbakka.no,null,ENK,Enkeltpersonforetak,8200,01.490,null,429
975284727,TISLEGÅRD UNGDOMSSKOLE,tislegard.kongsberg.kommune.no/,null,BEDR,Bedrift,null,85.201,null,429
971657294,ALTA SKIFERBRUDD SA,www.alta-skiferbrudd.no,null,BEDR,Bedrift,null,08.113,9501,429
920302505,SØR-FRON SANGKOR,www.sor-fron-sangkor.com,null,AAFY,Ikkenæringsdrivende virksomhet,null,90.031,null,429
994306804,HUMANISTISK STUDENTUTVALG,www.hsu.no,2009-08-26,FLI,Forening/lag/innretning,7000,94.991,null,429
998701139,IVAR LYKKES VEI 4 AS,www.heglundholding.no,null,BEDR,Bedrift,null,68.209,null,429
922596956,EID PISTOLKLUBB,idrett.speaker.no/organisation.asp?id=65124,1976-03-12,FLI,Forening/lag/innretning,7000,93.120,6776,429
975751163,VÆRØY IDRETTSLAG,idrett.speaker.no/Organisation.asp?id=56549,1923-05-23,FLI,Forening/lag/innretning,7000,93.120,null,429
971536136,SØR-TRØNDELAG HØYRE,hoyre.no/sor-trondelag,1995-02-20,FLI,Forening/lag/innretning,7000,94.920,null,429
916490208,FORUM FOR NATUR OG FRILUFTSLIV I,www.fnf-nett.no/12315.2090.Vestfold.html,2002-02-12,FLI,Forening/lag/innretning,7000,null,null,429
992181915,KRØKLUN,www.kroklun.com,2008-01-01,FLI,Forening/lag/innretning,7000,90.011,null,429
998519381,FOTOGRAF BJØRNAR ØVREBØ,krop.com/bjornarovrebophotography,null,BEDR,Bedrift,null,74.200,null,429
925979562,TELLIT SOLUTIONS HOLDING AS,www.tellit.consulting.no,2020-10-07,AS,Aksjeselskap,2100,62.020,161,429
995557940,VASSBOTNEN 11 AS,www.mallingco.no,2010-02-19,AS,Aksjeselskap,2100,68.209,124,429
976946618,STIG KRISTENSEN,www.fyremedved.com,null,ENK,Enkeltpersonforetak,8200,02.200,9436,429
913966244,SANJAYS AS,www.sanjays.no,null,BEDR,Bedrift,null,56.101,584,429
927480298,MMJ SERVICE FRASZCZAK-ABOUSATOUT,www.mmjservice.no,null,ENK,Enkeltpersonforetak,8200,81.210,null,429
987010320,SLETTELØKKA GARASJELAG II,www.home.no.net/garasjer/,1955-12-31,BA,Selskap med begrenset ansvar,2100,68.320,null,429
984230885,GOL HUSFLIDSLAG,www.husflid.no/gol,1992-03-02,FLI,Forening/lag/innretning,7000,94.991,null,429
993896349,MARTIN HØGBERGET,martin.hoegberget.com,null,BEDR,Bedrift,null,59.110,null,429
985175608,DYRØ OG MOEN AS,www.dmarkitekter.no,2002-11-15,AS,Aksjeselskap,2100,71.112,null,429
973391917,ADVOKAT JOHAN ALEXANDER WIDERØE,www.advokatwideroe,null,BEDR,Underenhet næringsdr./off.forv,null,69.100,7424,429
997445716,LAPPEGARD GESTALTTERAPI,www.lappegardgestaltterapi,null,ENK,Enkeltpersonforetak,8200,86.909,3570,429
987663952,WIST Steinar Wighus,www.freeroll.no,null,ENK,Enkeltpersonforetak,8200,62.030,null,429
988656771,GEIR JOHAN JULIUSSEN,www.tann-fe.com,null,ENK,Enkeltpersonforetak,8200,62.020,null,429
998861853,MANUS MOTIVASJON,www.manusmotivationgroup.no,null,BEDR,Bedrift,null,85.609,null,429
977323622,FREDHEIM & PAULSBY BYGG AS,www.fp-bygg.no,1997-02-10,AS,Aksjeselskap,2100,41.200,null,429
991532609,BERGTUN EIENDOM AS,www.bergtungaard.no,null,BEDR,Bedrift,null,55.102,null,429
927249057,ITM GHITA,www.soofly.net,null,ENK,Enkeltpersonforetak,8200,62.010,null,429
976989058,GAUSDAL KIRKELIGE FELLESRÅD,www.gausdalskirka.com,null,KIRK,Den norske kirke,6500,94.910,null,429
826403322,STAVANGER MUSIC MOVEMENT,www.stavangermusicmovement.no,2020-11-06,FLI,Forening/lag/innretning,7000,90.011,null,429
972509981,SHARP SOFTWARE AS,www.sharpsw.com,null,BEDR,Bedrift,null,62.010,null,429
982820316,ORMIS MEDIA STIAN ORMESTAD,www.ormis.no,null,ENK,Enkeltpersonforetak,8200,63.910,null,429
983863213,BEKKEFARET KFUK-KFUM SPEIDERE,www.bekkefaretspeiderne.no,1974-08-01,FLI,Forening/lag/innretning,7000,94.991,null,429
911986019,VISMA CONTRACTING BRUKERFORENING,www.brukcon.no,2001-01-01,FLI,Forening/lag/innretning,7000,94.991,null,429
998922704,SLIPEHUSET AS,www.knivservice.no,null,BEDR,Bedrift,null,25.620,null,429
918461124,A-Å REGNSKAP AS,www.a-aaregnskap.no,null,BEDR,Underenhet næringsdr./off.forv,null,69.201,null,429
911836068,MAKS RENT,Www.maksrent.no,null,BEDR,Bedrift,null,81.220,null,429
995818000,TRICEPS AS,www.triceps.no,2010-08-03,AS,Aksjeselskap,2100,70.220,null,429
993112585,FOTOGRAF MATS HOLST AS,www.holstfoto.no,null,BEDR,Bedrift,null,74.200,null,429
914173205,EVENTEYE AS,www.eventeye.no,null,BEDR,Underenhet næringsdr./off.forv,null,62.010,250,429
995390469,TOPPEN TALL REGNSKAP,www.toppentall.no,null,ENK,Enkeltpersonforetak,8200,69.201,2008,429
993602396,ALFSEN MEK  VERKSTED AS,www.alfsenmek.no,null,BEDR,Bedrift,null,25.620,null,429
913570227,ROTOTILT AS,www.indexator.com,null,BEDR,Bedrift,null,46.630,null,429
987610689,FRON SPORTSKLUBB,www.123hjemmeside.no/fronhandball,2004-04-22,FLI,Forening/lag/innretning,7000,93.120,null,429
913640640,ELLICONSULT AS,www.brittelli.no,2014-03-01,AS,Aksjeselskap,2100,74.300,null,429
974296462,ROGALAND RIDEKLUBB,www.rogaland-rideklubb.no,null,AAFY,Ikkenæringsdrivende virksomhet,null,93.120,null,429
928723089,FYSIOTERAPEUT HUDA MUSTAFA,optimalklinikk.no,null,ENK,Enkeltpersonforetak,8200,86.902,null,429
921057962,HAAVBRIS,haavbris.no,null,ENK,Enkeltpersonforetak,8200,46.692,null,429
913164156,MAGNUS SMOGELI,www.ux-test.it,null,BEDR,Bedrift,null,62.010,null,429
987715588,JØLSTER SAU OG GEIT,www.nsg.no/sfsg/joelster,1950-04-08,FLI,Forening/lag/innretning,2500,94.110,null,429
992918179,TONE SÆTERS BØKER,www.piriam.no,null,ENK,Enkeltpersonforetak,8200,58.110,null,429
989069128,IVAR GRUNDSTAD EIENDOM AS,www.grundstad.com,2005-06-29,AS,Aksjeselskap,2100,41.109,null,429
928538397,HERMANSEN EVOLUTION SUPPORT,evolutionsupport.no,null,BEDR,Underenhet næringsdr./off.forv,null,85.599,null,429
980171183,NORDAUNES BILSALG,www.noraunebil.no,null,BEDR,Bedrift,null,45.112,null,429
923938966,THAI SAMFUNN SANDNES,www.facebook.com/thaisamfunn.sandnes.2019,2019-08-25,FLI,Forening/lag/innretning,7000,94.991,null,429
920275834,ADVOKAT ELI ANNE TANBERG FINNE AS,www.advnord.no,null,BEDR,Underenhet næringsdr./off.forv,null,69.100,7901,429
986840621,IVERSEN CONSULTING,www.iversenconsulting.no,null,ENK,Enkeltpersonforetak,8200,68.209,2027,429
990706573,MATMAGASINET AS,www.matmagasinet.no,2006-12-20,AS,Aksjeselskap,2100,56.101,null,429
986208623,PIT STOP BILPLEIE Kim Isaksen,www.pitstopbilpleie.no,null,ENK,Enkeltpersonforetak,8200,45.200,null,429
995806991,LANDSFORENINGEN FOR LASERSKADDE,www.facebook.com/?sk=2361831622#!/group.php?gid=150403991636630,2010-08-08,FLI,Forening/lag/innretning,7000,94.991,null,429
987155264,AVS FRODE HAUGSETH,www.avssystem.no,null,ENK,Enkeltpersonforetak,8200,68.100,null,429
970018824,WELO DAG P RØRLEGGERMESTER,www.dpw.no,null,ENK,Enkeltpersonforetak,8200,43.221,null,429
